Company,Model,Display Height,Display Width,Display Size,Display Quality,Display Type,Processor Name,Processor Generation,Memory,Ram,Videocard,Videocard Storage,Illuminated keyboard,Price,Website index
Lenovo,LOQ 15APH8,1080,1920,15.6,FullHD,,Ryzen 7,7840HS,512,16,GeForce RTX4060,8,1,509800,4
MSI,Sword 15,1080,1920,15.6,FullHD,,Core i7,12650H,1,16,GeForce RTX3060,6,1,508900,4
Dell,XPS 9315,1200,1920,13.4,FHD+,,Core i7,1250U,512,16,Intel Iris Xe Graphics,,0,474900,4
Acer,Aspire,1080,1920,15.6,FullHD,,Core i3,1215U,512,8,Intel Iris Plus Graphics,,0,211800,4
Acer,Aspire,1080,1920,15.6,FullHD,,Ryzen 7,5700U,512,8,Radeon RX640,2,0,268600,4
Gigabyte,Aorus 15 X5LF,1080,1920,15.6,FullHD,,Core i5,13500H,512,8,GeForce RTX4050,6,0,516700,4
HP,,900,1600,17.3,HD+,,Athlon Gold,7220U,128,8,Radeon Graphics,,0,164800,4
Asus,Zenbook Pro 17,1080,1920,17.3,FullHD,,Ryzen 7,6800H,512,16,Radeon Graphics,,0,425300,4
MSI,Pulse GL66,1080,1920,15.6,FullHD,,Core i7,12700H,512,16,GeForce RTX3060,6,1,535200,4
Asus,VivoBook,1080,1920,14.0,FullHD,,Ryzen 7,4800H,256,16,Radeon Graphics,,1,281600,4
Dell,Precision 3480,1080,1920,14.0,FullHD,,Core i5,1335U,512,16,Intel Iris Plus Graphics,,1,323000,4
Asus,VivoBook,1080,1920,17.3,FullHD,,Core i3,1220P,512,8,Intel iris Plus Graphics,,0,224000,4
Asus,VivoBook,1200,1920,15.6,FHD+,,Ryzen 7,5800H,1,16,Radeon Graphics,,1,300100,4
Asus,VivoBook,1200,1920,15.6,FHD+,,Core i5,12500H,512,16,Intel Iris Plus Graphics,,0,313500,4
Asus,VivoBook,1200,1920,15.6,FHD+,,Ryzen 5,7530U,512,8,Radeon Graphics,,1,226800,4
Asus,VivoBook Pro 15,1080,1920,15.6,FullHD,,Ryzen 5,5600H,512,8,GeForce GTX1650,4,0,314300,4
Asus,VivoBook,1080,1920,15.6,FullHD,,Core i3,1215U,256,8,Intel Iris Plus Graphics,,0,202300,4
Asus,VivoBook,1080,1920,15.6,FullHD,,Core i3,1115G4,256,8,Intel Iris Plus Graphics,,0,201900,4
Asus,VivoBook,1080,1920,15.6,FullHD,,Core i3,1115G4,256,8,Intel Iris Plus Graphics,,0,202800,4
MSI,Katana GF76,1080,1920,17.3,FullHD,,Core i7,12700H,512,16,GeForce RTX3050Ti,4,0,431300,4
Apple,MacBook Air 15 MQKU3,1800,2880,15.3,,,,,256,8,,,0,590100,4
Apple,MacBook Air 15 MQKR3,1800,2880,15.3,,,,,256,8,,,1,572900,4
Apple,MacBook Air 15 MQKW3,1800,2880,15.3,,,,,256,8,,,1,597600,4
Apple,MacBook Air 15 MQKP3,1800,2880,15.3,,,,,256,8,,,1,552000,4
Lenovo,ThinkPad E15 Gen4,1080,1920,15.6,FullHD,,Core i7,1255U,512,16,Intel iris Plus Graphics,,1,419000,4
Lenovo,Legion Pro 7 16IRX8H,1600,2560,16.0,QHD,,Core i9,13900HX,1,16,GeForce RTX4080,12,1,1286400,4
LG,"Gram 15"" 16Z90P",1600,2560,15.6,QHD,,Intel Core i7,1165G7,512,16,Intel Iris Plus Graphics,,0,418700,4
HP,Spectre X360,1920,3072,16.0,,,Intel Core i7,11390H,512,16,Intel Iris Plus Graphics,,1,875700,4
Apple,MacBook Pro 16 Z14V000GM,2234,3456,16.2,,,Apple M1,MAX,1,32,,,0,1178500,4
HP,,1080,1920,15.6,FullHD,,Intel Core i5,1235U,512,8,Intel Iris Plus Graphics,,0,267400,4
HP,ProBook 450 G9,1080,1920,15.6,FullHD,,Intel Core i5,1235U,512,8,GeForce MX570,2,1,331700,4
OMEN,By HP Gaming,1080,1920,16.1,FullHD,,Intel Core i5,13420H,512,16,GeForce RTX4050,6,1,475800,4
Microsoft,Surface Laptop 5,1600,2560,15.6,QHD,,Intel Core i7,1265U,512,16,Intel Iris Plus Graphics,,1,660300,4
Lenovo,IP Slim 3 15IRU8,1080,1920,15.6,FullHD,,Intel Core i3,1315U,256,8,Intel Iris Plus Graphics,,0,213300,4
MSI,Cyborg 15,1080,1920,15.6,FullHD,,Intel Core i7,12650H,512,8,GeForce RTX4060,8,0,573300,4
HP,ProBook X360 11 G7,768,1366,11.6,HD,,Intel,N5100,128,4,Intel UHD Graphics,,0,117700,4
MSI,Raider GE77HX 12UGS,1440,2560,17.3,QHD,,Intel Core i7,12800HX,1,16,GeForce RTX 3070Ti,8,1,823700,4
Lenovo,IP Slim 3 15AMN8,1080,1920,15.6,FullHD,,Ryzen 7,7520U,512,8,radeon Graphics,,0,215400,4
Dell,Precision 3560,1080,1920,15.6,FullHD,,Intel Core i5,1145G7,512,16,Nvidia Quadro T500,,1,325500,4
Apple,MacBook Pro MNWA3 M2 MAX,2234,3456,16.2,,,M2 MAX,CHIP,1,32,,,0,1367500,4
Dell,XPS 15 9520 Oled,2160,3456,15.6,UHD+,,Intel Core i9,12900HK,1,32,GeForce RTX 3050Ti,4,1,772600,4
Dell,Latitude 3190,768,1366,11.6,HD,,Intel,N4120,128,4,Intel UHD Graphics 600,,0,83600,4
Asus,VivoBook,1080,1920,15.6,FullHD,,Ryzen 5,4600H,512,16,Radeon,Graqphi,0,296600,4
Asus,ZenBook Duo,1080,1920,14.0,FullHD,,Intel Core i7,1165G7,1,16,Nvidia GeForce MX450,2,1,691300,4
Dell,Special Edition G15 5521,1600,2560,15.6,QHD,,Intel Core i9,12900H,1,16,Nvidia GeFOrce RTX3070Ti,8,0,810000,4
Dell,Alienware M15 R7,1080,1920,15.6,FullHD,,Intel Core i9,12900H,1,16,Nvidia GeForce RTX3070Ti,8,1,766500,4
Acer,Predator Triton 300SE,1200,1920,14.0,FHD+,,Intel COre i7,12700H,512,16,Nvidia GeForce RTX3060,6,0,573100,4
Dell,Inspiron 16 Plus 7620,1964,3024,16.0,,,Core i7,12700H,1,40,Intel Iris Xe Graphics,,1,465300,4
Acer,Swift 3,1600,2560,13.3,QHD,,Core i5,1135G7,512,8,Geforce MX350,2,1,284800,4
MSI,Katana GF76,1080,1920,17.3,FullHD,,Core i7,12700H,512,16,GeForce RTX3060,6,0,726600,4
Samsung,GalaxyBook 3 360,1080,1920,15.6,FullHD,,Core i7,1360P,512,16,Intel Iris Plus Graphics,,0,696700,4
Dell,Alienware M15 R7,1440,2560,15.6,QHD,,Core i9,12900H,1,32,GeForce RTX3080,10,1,1047700,4
MSI,Stealth GS66,1440,2560,15.6,QHD,,Core i9,12900H,1,64,GeForce RTX3080,10,1,1194500,4
MSI,Raider GE67HX,1440,2560,15.6,QHD,,Core i9,12900HX,1,32,GeForce RTX3080Ti,16,1,1297800,4
Asus,VivoBook,1080,1920,15.6,FullHD,,Core i5,1035G1,256,8,Intel UHD Graphics,,0,237500,4
HP,Victus,1080,1920,16.1,FullHD,,Core i7,12700H,512,16,RTX3060,6,1,609400,4
HP,,768,1366,15.6,HD,,Ryzen 5,5500U,256,8,Radeon Graphics,,0,211600,4
HP,,768,1366,15.6,HD,,Core i7,1165G7,512,8,GeForce MX450,2,0,313400,4
Asus,VivoBook,1200,1920,15.6,FHD+,,Ryzen 7,5800H,512,16,Radeon Graphics,,0,354800,4
HP,Pavilion,1080,1920,15.6,FullHD,,Core i7,1165G7,512,8,Intel Iris Plus Graphics,,1,341800,4
MSI,Raider GE66 12UHS,1440,2560,15.6,QHD,,Core i7,12700H,1,32,GeForce RTX3080Ti,16,0,1133900,4
Dell,G7 7620,1600,2560,16.0,QHD,,Core i7,12700H,512,16,GeForce RTX3050Ti,4,1,516000,4
Asus,TUF Gaming,1080,1920,15.6,FullHD,,Ryzen 5,4600H,512,8,GeForce GTX1650,4,0,308800,4
HP,,1080,1920,15.6,FullHD,,Core i3,1215U,256,4,Intel Iris Plus Graphics,,0,161900,4
HP,,1080,1920,15.6,FullHD,,Core i5,1235U,512,8,Intel Iris Plus Graphics,,0,285700,4
Asus,VivoBook X1500E,1080,1920,15.6,FullHD,,Core i5,1135G7,512,8,Intel Iris Plus Graphics,,0,236700,4
Microsoft,Surface Laptop Studio,1600,2560,14.4,QHD,,Core i7,11370H,512,16,GeForce RTX3050Ti,4,1,819000,4
MSI,Vector GP76,1080,1920,17.3,FullHD,,Core i7,12650H,1,16,GeForce RTX3080Ti,16,1,1095300,4
MSI,GF65 Thin,1080,1920,15.6,FullHD,,Core i7,10750H,512,32,GeForce GTX1660Ti,6,1,534200,4
MSI,Katana GF66,1080,1920,15.6,FullHD,,Core i7,12650H,512,16,GeForce RTX3050Ti,4,0,526100,4
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,256,8,Geforce RTX3050,4,1,390000,4
HP,,1080,1920,14.0,FullHD,,Ryzen 5,5500U,256,8,Radeon Graphics,,0,195900,4
Lenovo,Legion 5 Pro 16IAH7H,1600,2560,16.0,QHD,,Core i7,12700H,1,32,GeForce RTX3070,8,0,921800,4
Acer,Aspire 3,1080,1920,15.6,FullHD,,Core i7,1255U,256,8,Intel Iris Plus Graphics,,0,282300,4
MSI,Katana GF76,1080,1920,17.3,FullHD,,Core i7,12700H,512,16,GeForce RTX3050Ti,4,1,548600,4
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,512,8,GeForce GTX1650,4,1,309400,4
HP,,768,1366,15.6,HD,,Core i3,1215U,256,4,Intel Iris Plus Graphics,,0,152700,4
HP,,768,1366,15.6,HD,,Core i7,1255U,512,8,Intel Iris Plus Graphics,,0,317900,4
HP,,1080,1920,15.6,FullHD,,Core i7,1255U,512,8,GeForce MX550,2,0,350400,4
HP,ProBook 640 G8,1080,1920,14.0,FullHD,,Core i7,1165G7,128,8,Intel Iris Plus Graphics,,0,304800,4
HP,Envy,1080,1920,15.6,FullHD,,Core i7,1255U,512,16,Intel Iris Plus Graphics,,1,388300,4
ASUS,ROG Strix Scar,1080,1920,15.6,FullHD,,Ryzen 9,5900HX,1,32,GeForce RTX3080,8,1,784100,4
Apple,MacBook Pro MNWD3,2234,3456,16.2,,,Apple M2,Pro,1,16,,,0,1119400,4
Apple,MacBook Pro MNW93,2234,3456,16.2,,,Apple M2,Pro,1,16,,,0,1170700,4
Apple,MacBook Pro MNWC3,2234,3456,16.2,,,Apple M2,Pro,512,16,,,0,917900,4
Apple,MacBook Pro MNW83,2234,3456,16.2,,,Apple M2,Pro,512,16,,,0,1024900,4
Apple,MacBook Pro MPHJ3,1964,3024,14.2,,,Apple M2,Pro,1,16,,,0,976100,4
Apple,MacBook Pro MPHF3,1964,3024,14.2,,,Apple M2,Pro,1,16,,,0,904700,4
Apple,MacBook Pro MPHH3,1964,3024,14.2,,,Apple M2,Pro,512,16,,,0,817900,4
Apple,MacBook Pro MPHE3,1964,3024,14.2,,,Apple M2,Pro,512,16,,,0,867600,4
HP,Envy,1080,1920,15.6,FullHD,,Ryzen 7,5825U,512,8,Radeon Graphics,,1,326200,4
Dell,Precision 5760,1200,1920,17.3,FHD+,,Core i7,11850H,512,32,GeForce RTX A2000,4,1,892100,4
Acer,Swift 3,1080,1920,14.0,FullHD,,Core i7,1165G7,512,8,Iris Xe Graphics,,0,320000,4
Acer,Swift 3,1080,1920,14.0,FullHD,,Core i5,1135G7,512,8,Iris Xe Graphics,,1,294000,4
HP,,1080,1920,15.6,FullHD,,Core i3,1115G4,256,8,Intel Iris Plus Graphics,,0,186700,4
MSI,Katana GF66,1080,1920,15.6,FullHD,,Core i7,12650H,512,16,Geforce RTX3050,4,1,577900,4
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i5,1235U,512,8,Intel Iris Plus Graphics,,1,290500,4
Lenovo,IP 1 15IAU7,1080,1920,15.6,FullHD,,Core i3,1215U,512,8,Intel Iris Plus Graphics,,0,208000,4
Lenovo,IP 3 17IAU7,1080,1920,17.3,FullHD,,Core i3,1215U,512,8,Intel Iris Plus Graphics,,0,247600,4
Lenovo,IP 3 15IAU7,1080,1920,15.6,FullHD,,Core i5,1235U,256,8,Intel Iris Plus Graphics,,0,229300,4
Dell,Precision 7670,1200,1920,16.0,FHD+,,Core i7,12850HX,256,64,Geforce RTX A3000,12,1,902600,4
Acer,Predator Triton 300,1080,1920,15.6,FullHD,,Core i7,11800H,512,16,GeForce RTX3060,6,1,579700,4
MSI,Summit E16 Flip,1200,1920,16.0,FHD+,,Core i7,1280P,1,16,Intel Iris Plus Graphics,,1,740600,4
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,256,16,Geforce RTX3050,4,0,452800,4
HP,,768,1366,15.6,HD,,Ryzen 7,5700U,512,16,Radeon Graphics,,0,308400,4
Asus,VivoBook X515E,1080,1920,15.6,FullHD,,Core i7,1165G7,512,8,GeForce MX330,2,1,337800,4
HP,ProBook 450 G9,1080,1920,15.6,FullHD,,Core i7,1255U,512,12,Intel Iris Plus Graphics,,0,432200,4
HP,ProBook 450 G9,1080,1920,15.6,FullHD,,Core i5,1235U,256,8,Intel Iris Plus Graphics,,1,314100,4
HP,EliteBook 640 G9,1080,1920,14.0,FullHD,,Core i5,1245U,256,16,Intel Iris Plus Graphics,,1,258000,4
Asus,VivoBook,1080,1920,14.0,FullHD,,Core i7,1165G7,512,8,Intel Iris Plus Graphics,,0,394400,4
HP,,1080,1920,15.6,FullHD,,Ryzen 7,5700U,256,8,Radeon Graphics,,0,258500,4
Lenovo,IdeaPad Gaming 3 15IHU6,1080,1920,15.6,FullHD,,Core i5,11300H,256,8,GeForce GTX1650,4,0,356800,4
Dell,Inspiron 7506,1080,1920,15.6,FullHD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,1,369000,4
Microsoft,Surface Laptop 4,1440,2560,13.5,QHD,,Core i7,1185G7,256,16,Intel Iris Plus Graphics,,1,640300,4
Asus,VivoBook K3400P OLED,1800,2880,14.0,,,Core i7,11370H,512,8,GeForce GTX1650,4,0,377000,4
Dell,Precision 7670,1200,1920,16.0,FHD+,,Core i9,12950HX,2,64,GeForce RTX A4500,16,1,1461800,4
Lenovo,Flex 5 16IAU7,1200,1920,16.0,FHD+,,Core i7,1255U,512,16,Intel Iris Plus Graphics,,1,469700,4
Dell,Inspiron 15 7620 (2 In 1),1200,1920,16.0,FHD+,,Core i7,1260P,512,16,Intel Iris Plus Graphics,,1,462000,4
Asus,TUF Gaming F15,1080,1920,15.6,FullHD,,Core i7,12650H,512,16,GeForce RTX3070,8,1,628800,4
Asus,ROG Strix G15,1080,1920,15.6,FullHD,,Ryzen 9,6900HX,1,16,GeForce RTX3060,6,0,746700,4
Dell,XPS 9520,1200,1920,15.6,FHD+,,Core i7,12700H,512,32,Geforce RTX3050,4,0,675900,4
HP,,768,1366,14.0,HD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,0,230300,4
HP,,768,1366,15.6,HD,,Core i3,1215U,256,8,Intel Iris Plus Graphics,,0,166000,4
HP,,900,1600,17.3,HD+,,Core i7,1165G7,1,16,Intel Iris Plus Graphics,,1,354100,4
HP,Pavilion X360,1080,1920,14.0,FullHD,,Core i5,1235U,512,8,Intel Iris Plus Graphics,,0,325200,4
Asus,VivoBook,1080,1920,14.0,FullHD,,Ryzen 5,5500U,256,8,Radeon Graphics,,1,303500,4
MSI,GF63 Thin,1080,1920,15.6,FullHD,,Core i5,11400H,512,8,Geforce RTX3050,4,0,439900,4
Lenovo,IdeaPad 5 Pro 16IHU6,1440,2560,16.0,QHD,,Core i5,11300H,512,8,MX450,2,1,263300,4
HP,,1080,1920,15.6,FullHD,,Core i5,10210U,256,8,GeForce MX110,2,0,235900,4
Lenovo,ThinkPad X1 Carbon Gen. 9,1200,1920,14.0,FHD+,,Core i5,1145G7,256,8,Intel Iris Plus Graphics,,0,434800,4
Asus,ZenBook Q409Z,1080,1920,14.0,FullHD,,Core i5,1240P,256,8,Intel Iris Plus Graphics,,1,325300,4
Dell,XPS 15 9520,1200,1920,15.6,FHD+,,Core i5,12500H,512,16,Intel Iris Plus Graphics,,1,509200,4
HP,Victus,1080,1920,15.6,FullHD,,Core i5,12450H,512,8,GeForce GTX1650,4,1,307600,4
Dell,XPS 15 9520,1200,1920,15.6,FHD+,,Core i5,12500H,512,16,Intel Iris Plus Graphics,,0,517200,4
Dell,XPS 9310 Touch,2160,3840,13.4,4K,,Core i7,1165G7,256,8,Intel Xe Graphics,,1,484700,4
Asus,ROG Strix G15,1080,1920,15.6,FullHD,,Ryzen 9,5980HX,512,16,Radeon RX6800M,12,0,664200,4
Dell,Vostro 3400,1080,1920,14.0,FullHD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,0,372800,4
Acer,Nitro 5,1080,1920,15.6,FullHD,,Core i5,11400H,256,8,GeForce GTX1650,4,1,356800,4
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i7,1195G7,512,8,Intel Iris Plus Graphics,,0,335200,4
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i7,1195G7,512,8,Intel Iris Plus Graphics,,0,377900,4
Dell,Vostro 3510,1080,1920,15.6,FullHD,,Core i5,1135G7,256,4,Intel Iris Plus Graphics,,0,232200,4
MSI,Modern 15,1080,1920,15.6,FullHD,,Core i3,1115G4,256,8,Intel Iris Plus Graphics,,0,301300,4
Asus,ZenBook,1080,1920,14.0,FullHD,,Ryzen 7,5800H,512,16,Radeon Graphics,,1,426200,4
HP,,1080,1920,15.6,FullHD,,Core i5,1135G7,256,8,Intel Iris Plus Graphics,,0,246200,4
